name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,brand,value_score
"Godrej 1.5 Ton 3 Star Inverter Split AC (Copper, 2022 model, 5-in-1 convertible, Nano-Coated anti-viral filter AC 1.5T GIC...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51pp0iI8MHL._AC_UL320_.jpg,https://www.amazon.in/Godrej-convertible-Nano-Coated-anti-viral-18TTC3-GVA/dp/B09TFKW51W/ref=sr_1_111?qid=1679134243&s=kitchen&sr=1-111,3.8,260.0,35750,42900,Godrej,9407.894736842105
"Panasonic 1.5 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper, 7 in 1 Convertible with additional AI Mode, 4 Way Swing, n...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71hnes2pyTL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-HU18ZKYF/dp/B0BRJJKXPT/ref=sr_1_115?qid=1679134243&s=kitchen&sr=1-115,4.4,118.0,54490,76900,Panasonic,12384.090909090908
Voltas 1.5 Ton 5 Star Inverter Window AC (Copper 185V DZA White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/71EGtaLjCkL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Window-185V-DZA/dp/B079TF12FZ/ref=sr_1_116?qid=1679134243&s=kitchen&sr=1-116,4.1,172.0,36990,49990,Voltas,9021.951219512195
"Blue Star 1 Ton 5 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydrop...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71EyEZCnfyL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Hydrophilic-Self-Diagnosis-WFA512LN/dp/B0BDMPC6VJ/ref=sr_1_118?qid=1679134243&s=kitchen&sr=1-118,4.3,387.0,31500,37000,Blue,7325.581395348838
"Amazon Basics 1 Ton 4 Star Fixed Speed Window AC (Copper, Turbo Cool, Dust Filter, 2022 Model, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/91BcgKPL5xL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-1-5-Ton-Air-Conditioner/dp/B08J8V4QHD/ref=sr_1_119?qid=1679134243&s=kitchen&sr=1-119,3.5,14.0,25490,33990,Amazon,7282.857142857143
"Voltas 2 Ton 5 Star Inverter Split AC (Copper Condenser, 245V EAZS, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31kzjzWD29L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Condenser-245V-EAZS/dp/B0B4WYNW1G/ref=sr_1_120?qid=1679134243&s=kitchen&sr=1-120,5.0,5.0,58890,84990,Voltas,11778.0
"Voltas 1 Ton 5 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 125V Vectra Elite, Wh...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41e6oqY5-ZL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-Inverter-Copper-VECTRA/dp/B0BBFYBWX9/ref=sr_1_124_mod_primary_new?qid=1679134243&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-124,5.0,1.0,37290,44990,Voltas,7458.0
"LG 2 Ton 4 Star DUAL Inverter Wi-Fi Window AC (Copper, Convertible 4-in-1 cooling, HD Filter with Anti Virus Protection, 2...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61OuuS5wd9L._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-Protection-RW-Q24WWYA/dp/B0BQJKCJVP/ref=sr_1_125?qid=1679134243&s=kitchen&sr=1-125,4.0,2.0,47490,75990,LG,11872.5
"LG 1.5 TON 5 STAR AI Convertible 6-in-1 Split AC with Anti Virus Protection, 2022 MODEL, (PS-Q19ENZE,WHITE)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31IKEzzTX6L._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Split-Protection-PS-Q19ENZE/dp/B09R24NZGV/ref=sr_1_125?qid=1679134244&s=kitchen&sr=1-125,4.1,15.0,45790,75990,LG,11168.29268292683
"ALLWIN TAFTA High Quality Metal Special Coated Floor Mounted Split Outdoor AC Stand for 1 Ton, 1.1 Ton, 1.2 Ton, 1.5 Ton, ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61gxOsUEf3L._AC_UL320_.jpg,https://www.amazon.in/ALLWIN-Quality-Mounted-Special-Conditioner/dp/B0867F2BCY/ref=sr_1_127?qid=1679134244&s=kitchen&sr=1-127,4.6,7.0,647,1500,ALLWIN,140.6521739130435
"Panasonic 2 Ton 3 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, PM 0.1...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61H8BVx7dLL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-SU24YKYWA/dp/B0BRJ6KMGS/ref=sr_1_128?qid=1679134244&s=kitchen&sr=1-128,4.1,158.0,51990,69400,Panasonic,12680.48780487805
"Hexzone Floor AC Stand Certified Special Coated Super Quality Split Ac Air Conditioner Outdoor Unit Stand for 1 Ton, 1.1 T...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51w28ssOE1L._AC_UL320_.jpg,https://www.amazon.in/Hexzone-Certified-Special-Quality-Conditioner/dp/B08CH9C1NG/ref=sr_1_129?qid=1679134244&s=kitchen&sr=1-129,4.1,9.0,679,1249,Hexzone,165.609756097561
"Blue Star 1.5 Ton 3 Star Inverter Wi-Fi Split AC (Copper, Convertible 4-in-1 Cooling Mode, 2022 Model, IA318VNUS, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31PwZNpYSbL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Inverter-Convertible-IA318VNUS/dp/B09RFSMC58/ref=sr_1_131?qid=1679134244&s=kitchen&sr=1-131,3.0,3.0,38390,64000,Blue,12796.666666666666
"Panasonic 2 Ton 3 Star Hot and Cold Wi-Fi Inverter Smart Split AC (Copper, 7 in 1 Convertible with additional AI Mode, Twi...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71z2BRd3jbL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-KZ24ZKYF/dp/B0BRJCZJ16/ref=sr_1_132?qid=1679134244&s=kitchen&sr=1-132,3.0,2.0,56990,76900,Panasonic,18996.666666666668
"Panasonic 1.5 Ton 5 Star Window AC (Copper, PM 2.5 Filter, 2022 Model, CW-XN182AM White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61p7BMn9H2L._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Window-Copper-Filter-CW-XN182AM/dp/B09RP8GB52/ref=sr_1_133?qid=1679134244&s=kitchen&sr=1-133,4.3,432.0,31990,44490,Panasonic,7439.53488372093
"Candy 1.5 Ton 4 Star Dual DC Inverter Split AC (Copper, 2022 Model, C18S4IN-CG, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41+prTKRbSL._AC_UL320_.jpg,https://www.amazon.in/Candy-Inverter-Split-Copper-C18S4IN-CG/dp/B09T4T4596/ref=sr_1_135?qid=1679134244&s=kitchen&sr=1-135,4.0,312.0,31490,46000,Candy,7872.5
"Voltas 1.4 Ton 5 Star Inverter Adjustable Split AC (Copper, 2021 175V ADJ, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41PXFQ1dzaS._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Adjustable-175V-ADJ/dp/B08TB54NGQ/ref=sr_1_140?qid=1679134244&s=kitchen&sr=1-140,4.3,1295.0,37999,68990,Voltas,8836.976744186048
"O-General 1.5 Ton 5 Star EFFICIENT & TROPICAL INVERTER Split Air Conditioner - White (ASGG18CGTB-B, Copper Condenser)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51IaRZLgDEL._AC_UL320_.jpg,https://www.amazon.in/General-EFFICIENT-TROPICAL-INVERTER-Conditioner/dp/B09GP7YTLP/ref=sr_1_141?qid=1679134244&s=kitchen&sr=1-141,2.7,16.0,61000,70530,O-General,22592.59259259259
"ONIDA 1.5 Ton 3 Star Inverter Split AC (Copper, 2 Way Swing, Dust Filter, 2023 Model, IR183DAS, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51cPuZQJD5L._AC_UL320_.jpg,https://www.amazon.in/ONIDA-Inverter-Copper-Filter-IR183DAS/dp/B0BQWVR6MJ/ref=sr_1_143?qid=1679134244&s=kitchen&sr=1-143,5.0,1.0,33990,43900,ONIDA,6798.0
"Blue Star 2.0 Ton 3 Star Fixed Speed Split AC (Copper, FA324YLU, 2022, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31Tci462W1L._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Fixed-Copper-FA324YLU/dp/B09RFD8SW4/ref=sr_1_145?qid=1679134244&s=kitchen&sr=1-145,4.8,10.0,54990,64000,Blue,11456.25
"Blue Star 1.5 Ton 5 Star Inverter Window AC (Copper, Inverter Compressor Technology, Turbo Cool, Energy Saver, Multi Senso...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71HYJBEQ7tL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Inverter-Window-WIA518LN/dp/B09RTFZMXK/ref=sr_1_146?qid=1679134244&s=kitchen&sr=1-146,4.6,5.0,40990,59990,Blue,8910.869565217392
"Godrej 1.25 Ton 3 Star Inverter Split AC (AC 1.25T GIC 15STC3-WTA Split, Copper, Tri-Filter Air Purification System, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/511vsFa3KUL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Inverter-15STC3-WTA-Tri-Filter-Purification/dp/B08W9G1NH3/ref=sr_1_147?qid=1679134244&s=kitchen&sr=1-147,4.0,120.0,27999,45900,Godrej,6999.75
"Daikin 1.8 Ton 2 Star Fixed Speed Split AC (Copper, Anti Bacterial Filter, 2022 Model, FTE60U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51ZZ33BqtHL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Copper-Bacterial-Filter-FTE60U/dp/B09R4R6L89/ref=sr_1_148?qid=1679134244&s=kitchen&sr=1-148,3.4,3.0,46900,61600,Daikin,13794.117647058823
"Hitachi 1 Ton 3 Star Inverter Split AC (Copper, Dust Filter, 2021 Model, RAPG311HEEA White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51gom9JKrNS._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Inverter-Copper-Filter-RAPG311HEEA/dp/B08Z48YSS9/ref=sr_1_149_mod_primary_new?qid=1679134244&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-149,3.1,55.0,29900,43800,Hitachi,9645.16129032258
"Panasonic 1 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper, 7 in 1 Convertible with additional AI Mode, 4 Way Swing, nan...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61+j+qGXWeL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-XU12YKY5W/dp/B0BRJG2P64/ref=sr_1_149?qid=1679134245&s=kitchen&sr=1-149,4.7,7.0,43990,64400,Panasonic,9359.574468085106
Voltas Split AC 1.5 Ton 3 Star (SAC 183 DZR),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/21zfSshiP7L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Star-183-DZR/dp/B09SN67FVJ/ref=sr_1_151?qid=1679134245&s=kitchen&sr=1-151,4.1,37.0,36990,66990,Voltas,9021.951219512195
Voltas 1.5 Ton 4 star 184V DAZR Adjustable Inverter AC,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41cOihYFpDL._AC_UL320_.jpg,https://www.amazon.in/Voltas-184V-DAZR-Adjustable-Inverter/dp/B09Y46WBN8/ref=sr_1_152?qid=1679134245&s=kitchen&sr=1-152,4.5,2.0,37350,69990,Voltas,8300.0
"Carrier 1.5 Ton 5 Star Hybridjet Inverter Split AC CAI18IN5R31W1 (Copper, INDUS CXI, 6-in-1 Flexicool with Anti-Viral Guar...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51P0LbIFf1L._AC_UL320_.jpg,https://www.amazon.in/Carrier-Hybridjet-CAI18IN5R31W1-Flexicool-Anti-Viral/dp/B09YXR8FV9/ref=sr_1_153?qid=1679134245&s=kitchen&sr=1-153,4.6,3.0,45490,79890,Carrier,9889.13043478261
AC Stand/Heavy Duty Air Conditioner Outdoor Unit Mounting Bracket,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/11aetq2-yJL._AC_UL320_.jpg,https://www.amazon.in/Stand-Conditioner-Outdoor-Mounting-Bracket/dp/B0BH8CN285/ref=sr_1_154?qid=1679134245&s=kitchen&sr=1-154,5.0,2.0,599,999,AC,119.8
Voltas 1.5 Ton 3 Star Inverter Split AC (Copper 183VADW White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61a2L5aTwAL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-Copper-183VADW/dp/B07SPWNLK1/ref=sr_1_155?qid=1679134245&s=kitchen&sr=1-155,4.2,1573.0,35990,55990,Voltas,8569.047619047618
Ogeneral 2 Ton 3 Star Window Air Conditioner AXGT24FHTC,appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/816XGDhs-LL._AC_UL320_.jpg,https://www.amazon.in/Ogeneral-3star-Window-Conditioner-AXGT24FHTC/dp/B07SLSC8LL/ref=sr_1_156?qid=1679134245&s=kitchen&sr=1-156,3.2,2.0,53500,54740,Ogeneral,16718.75
"Panasonic 1 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper, 7 in 1 Convertible with additional AI Mode, 4 Way Swing, nan...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71hnes2pyTL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-HU12ZKYF/dp/B0BRJGNFS3/ref=sr_1_157?qid=1679134245&s=kitchen&sr=1-157,4.2,29.0,48490,68400,Panasonic,11545.238095238095
"Haier Frost Clean Inverter Split AC with 5 in 1 Easy Convertible (1.5 Ton, 3 Star Rating, White), HSU18K-PYS3B(INV)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41vNv9+UkEL._AC_UL320_.jpg,https://www.amazon.in/Haier-Inverter-Convertible-HSU18K-PYS3B-INV/dp/B09SP715XQ/ref=sr_1_158?qid=1679134245&s=kitchen&sr=1-158,4.4,5.0,34500,38990,Haier,7840.90909090909
MITSUBISHI HEAVY DUTY SRK25CSS-S6 2.2 Ton 3 Star Split Air Conditioner (White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41jWwo+sPtL._AC_UL320_.jpg,https://www.amazon.in/Mitsubishi-Heavy-SRK25CSS-S6-Split-Conditioner/dp/B07FDLHDMW/ref=sr_1_159?qid=1679134245&s=kitchen&sr=1-159,3.6,5.0,79350,83000,MITSUBISHI,22041.666666666668
"Hitachi 2 Ton 3 Star SHIZEN 3100S INVERTER R32 Split AC (Copper, Dust Filter, 2022 Model-RMRG324HFEOZ1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51QqTJm7mcL._AC_UL320_.jpg,https://www.amazon.in/Hitachi-SHIZEN-INVERTER-Copper-Model-RMRG324HFEOZ1/dp/B09ZB69182/ref=sr_1_163_mod_primary_new?qid=1679134245&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-163,3.2,6.0,54900,75400,Hitachi,17156.25
"Daikin 1 Ton 5 Star Inverter Split AC (Copper, PM 1.0 Filter, 2022 Model, JTKJ35U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/418VQew9c-L._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-JTKJ35U/dp/B09R4RG9CY/ref=sr_1_164?qid=1679134245&s=kitchen&sr=1-164,4.2,112.0,43790,60900,Daikin,10426.190476190475
"Daikin 1 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, FTKR35U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41+OYtUdLNL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKR35U/dp/B09R4RJ4F2/ref=sr_1_165?qid=1679134245&s=kitchen&sr=1-165,4.4,6.0,42930,52500,Daikin,9756.81818181818
"Carrier 1.5 Ton 5 Star Smart AI Flexicool Hybridjet,Wi-Fi, Inverter Split AC (Copper, Convertible 6-in-1 with Anti-Viral G...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61SDvOFVSCL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Flexicool-Hybridjet-Convertible-Anti-Viral/dp/B0BV9RTMHF/ref=sr_1_166?qid=1679134245&s=kitchen&sr=1-166,5.0,1.0,45990,79890,Carrier,9198.0
"LG 1 Ton 3 Star DUAL Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, HD Filter with Anti-Virus Protection, 20...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q12YNXE1/dp/B09NS6KFP1/ref=sr_1_167?qid=1679134245&s=kitchen&sr=1-167,4.1,200.0,37890,75990,LG,9241.463414634147
"AmazonBasics 1.5 Ton 4 Star Fixed Speed Window AC (Copper, Turbo Cool, Dust Filter, 2022 Model, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91toH3XDchL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-1-5-Ton-Air-Conditioner/dp/B08J8VQ5ZT/ref=sr_1_168?qid=1679134245&s=kitchen&sr=1-168,3.4,11.0,27490,35990,AmazonBasics,8085.2941176470595
"Godrej 1 Ton 5 Star Inverter Split Ac (Copper, 2022 Model, R290 Refrigerant, Twin Rotary Compressor, Ac 1T Gic 12Tgc5 Wua,...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51TMRTxckaL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Inverter-12TGC5-refrigerant-Compressor/dp/B09FLZV82H/ref=sr_1_171?qid=1679134245&s=kitchen&sr=1-171,3.9,121.0,34490,45900,Godrej,8843.589743589744
"LG 1.5 Ton 3 Star Inverter Window AC (Copper, 2020 Model, JW-Q18WUXA1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71C1YgTEg4L._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Window-JW-Q18WUXA1-Discharge/dp/B082TG8SP1/ref=sr_1_172?qid=1679134245&s=kitchen&sr=1-172,4.2,886.0,35590,49990,LG,8473.809523809523
"Nutricook Air Fryer Mini, 1500 Watts, Digital Display, Tempered Glass Control Panel, Airfryer with 8 Preset Programs with ...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51akb9rBceL._AC_UL320_.jpg,https://www.amazon.in/Nutricook-Tempered-Airfryer-Programs-function/dp/B0BSR2H19G/ref=sr_1_173?qid=1679134245&s=kitchen&sr=1-173,4.0,1.0,5999,11999,Nutricook,1499.75
"Hitachi 1 Ton 5 Star Inverter Split Ac (Copper, Dust Filter, 2021 Model, Rapg512Heea, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51gom9JKrNS._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Inverter-Copper-Filter-RAPG512HEEA/dp/B08Z48LF22/ref=sr_1_174?qid=1679134245&s=kitchen&sr=1-174,3.5,39.0,34000,49600,Hitachi,9714.285714285714
"Voltas 1 Ton, 4 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 125V DAZP, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51GPGlPhRCL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Invertor-Split-Ton-star/dp/B0B4BPMQGK/ref=sr_1_172?qid=1679134247&s=kitchen&sr=1-172,3.9,209.0,39499,63990,Voltas,10127.948717948719
Voltas 2 Ton 2 Star Window AC (Copper 242LZH White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/61WuT9WV6tL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Star-rating-Window-White/dp/B07DB7HWZC/ref=sr_1_173?qid=1679134247&s=kitchen&sr=1-173,3.7,55.0,37199,38090,Voltas,10053.783783783783
"Daikin 1.8 Ton 5 Star Inverter Split AC (Copper,2022,FTKM60U,White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41zljqtpKgL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Split-Copper-FTKM60U/dp/B09SW8GVHT/ref=sr_1_175?qid=1679134247&s=kitchen&sr=1-175,5.0,4.0,62250,83900,Daikin,12450.0
"Hitachi 1.5 Ton 3 Star Inverter Split AC (Copper, Dust Filter, 2022 Model, RSQG318HFEOZ1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41AY1pk5oRL._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Inverter-Copper-Filter-RSQG318HFEOZ1/dp/B09WDSTF8T/ref=sr_1_176?qid=1679134247&s=kitchen&sr=1-176,3.8,207.0,41580,53900,Hitachi,10942.105263157895
"LG 1.5 Ton 4 Star DUAL Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, HD Filter with Anti-Virus Protection, ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q19RNYE/dp/B09NS5Y4BG/ref=sr_1_177?qid=1679134247&s=kitchen&sr=1-177,4.2,622.0,43890,59990,LG,10450.0
"Daikin 2.02 Ton 4 Star, Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model Model, FTKL71U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41H61ZFlBHL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKL71U/dp/B09R4QY15Z/ref=sr_1_179?qid=1679134247&s=kitchen&sr=1-179,3.4,31.0,64990,86800,Daikin,19114.70588235294
"Carrier 1 Ton 3 Star Fixed Speed Window AC(Copper,High Density Filter for Dust Filtration, 2Way Air Directional Control, 2...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/717wB+IneGL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Density-Filtration-Directional-CAW12SC3R32F0/dp/B0BDG2MKQR/ref=sr_1_180?qid=1679134247&s=kitchen&sr=1-180,4.0,1.0,28990,39090,Carrier,7247.5
"Hisense 1.0 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, AS-12TC5RAM0 White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51h87m-hf-L._AC_UL320_.jpg,https://www.amazon.in/Hisense-Inverter-Copper-Filter-AS-12TC5RAM0/dp/B09WVMSWVV/ref=sr_1_181?qid=1679134247&s=kitchen&sr=1-181,3.9,192.0,32000,45990,Hisense,8205.128205128205
"Daikin 1.8 Ton 5 Star Inverter Split AC (Copper, PM 1.0 Filter, 2022 Model Model, JTKJ60U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/418VQew9c-L._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-JTKJ60U/dp/B09R4RBQ5K/ref=sr_1_182?qid=1679134247&s=kitchen&sr=1-182,4.6,40.0,69979,92200,Daikin,15212.826086956524
"O-General 1.5 Ton 3 Star Inverter Split Air Conditioner (CPTA Technology) - White (ASGG18CPTB-B, Copper Condenser)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61HcdgHcjpL._AC_UL320_.jpg,https://www.amazon.in/General-Inverter-Split-Conditioner-Technology/dp/B09GP7B7JW/ref=sr_1_189?qid=1679134247&s=kitchen&sr=1-189,3.5,11.0,50300,57900,O-General,14371.42857142857
"Daikin 1.5 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, FTKR50U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41+OYtUdLNL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-FTKR50U/dp/B09R4RSN2K/ref=sr_1_190?qid=1679134247&s=kitchen&sr=1-190,4.2,70.0,52979,71200,Daikin,12614.047619047618
"LG 1.5 Ton 3 Star Hot and Cold Inverter Split AC-Ez Clean Filter (Copper, LS-H18VNXD, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41Olm-0esmL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-Copper-LS-H18VNXD/dp/B07VQLLTR5/ref=sr_1_191?qid=1679134247&s=kitchen&sr=1-191,4.3,234.0,44390,55990,LG,10323.255813953489
"Blue Star 1 Ton 5 Star Convertible 4 in 1 Cooling Inverter Split AC (Copper, Multi Sensors, Stabalizer Free Operation, Dus...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51FETwYY9SL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Convertible-Stabalizer-IA512YNU/dp/B0BQWFW9RY/ref=sr_1_192?qid=1679134247&s=kitchen&sr=1-192,4.1,259.0,37690,62000,Blue,9192.68292682927
"ThreeH USB Fan Silent Mini Air Conditioner Travel Handheld USB Rechargeable Fan Air Purifier Humidifier Cooling Fan F015,P...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31c+t5O9dPL._AC_UL320_.jpg,https://www.amazon.in/ThreeH-Conditioner-Handheld-Rechargeable-Humidifier/dp/B07F19SGB7/ref=sr_1_194?qid=1679134247&s=kitchen&sr=1-194,4.0,1400.0,1219,1449,ThreeH,304.75
"LG 2.0 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, 4 Way Swing, HD Filter with Anti-Vi...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q24HNXE/dp/B09NS4BRK3/ref=sr_1_195?qid=1679134247&s=kitchen&sr=1-195,4.2,288.0,57900,85990,LG,13785.714285714284
"OGeneral AXGB18BAWA 1.5 Ton 5 Star Window AC (Copper, Clean Air Filter, 2021 White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71qDHOkwhXL._AC_UL320_.jpg,https://www.amazon.in/OGeneral-AXGB18BAWA-Window-Copper-Filter/dp/B09FZKSTKY/ref=sr_1_197_mod_primary_new?qid=1679134247&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-197,3.2,12.0,45990,49470,OGeneral,14371.875
